TAG	TEXT	COMMENT	AUDIOFILE
VO_Aran_Male_Shade_AranTurn1_01	No loud music in my tower!		test
VO_Moroes_Male_Human_AranTurn1_01	*Sigh* Meet Aran, the curmudgeonly ghost.		test
VO_Aran_Male_Shade_AranCrackle_01	Hmph. Back in my day, Crackle always dealt six damage.		test
VO_Aran_Male_Shade_AranTurn5_01	I am not some simple jester! I am Nielas Aran!		test
VO_Moroes_Male_Human_AranTurn9_04	The dragons have devoured the buffet and now they're eyeing the murlocs!		test
VO_Aran_Male_Shade_AranSpell_03	Back to the cold dark with you!		test
VO_Mediva_01_Female_Blood Elf_AranSpell_04	Oooh...brrrr!		test
VO_Aran_Male_Shade_AranHeroPower_01	Burn, you hooligans!		test
VO_Mediva_03_Male_Night Elf_AranHeroPower_01	Burn, baby, burn!		test
VO_Aran_Male_Shade_AranMedivhSkin_01	Medivh? No, no… I wasn’t bothering the guests…		test
VO_Aran_Male_Shade_AranTrons_02	NO! NO! That awful racket! Those horrible 'hellos'!		test
VO_Moroes_Male_Human_AranWin_01	The portal's in the next room! We're just in time!		test
VO_Aran_Male_Shade_AranSpell_04	The master is mighty, but I have powers of my own!		test
VO_Netherspite_Male_Dragon_NetherspiteEmoteResponse_01	You challenge a dragon in his lab?		test
VO_Netherspite_Male_Dragon_NetherspiteEmpowerment_01	So many worlds! So much to learn!		test
VO_Netherspite_Male_Dragon_NetherspiteShadowBreath_01	Go away!		test
VO_Netherspite_Male_Dragon_NetherspiteUnstablePortal_02	Interesting... Fundamental instabilities...		test
VO_Netherspite_Male_Dragon_NetherspiteAngryChicken_01	You again?  Why are you always inside my portals?		test
VO_Moroes_Male_Human_NetherspiteTurn1_01	Those beams empower the dragon. Use minions to block them!		test
VO_Medivas_Multiple_Multiple_NetherspiteTurn1_01	Beams!		test
VO_Netherspite_Male_Dragon_NetherspiteTurn12_01	If 12 murlocs leave the red portal at 4 o’clock, and C’Thun arrives at 5 o’clock...		test
VO_Netherspite_Male_Dragon_NetherspiteTurn3_02	My experiments! Leave them alone!		test
VO_Moroes_Male_Human_NetherspiteTurn5_01	Just tell us which one has Medivh!		test
VO_Netherspite_Male_Dragon_NetherspiteTurn5_01	Stop touching the portals! The flux modulations are precisely tuned!		test
VO_Moroes_Male_Human_NetherspiteTurn7_01	We need those portals! Guests are tossing tomes into the mana pool!		test
VO_Netherspite_Male_Dragon_NetherspiteTurn7_01	That party sounds fun. Go join it and leave my portals alone!		test
VO_Netherspite_Male_Dragon_NetherspiteUnstablePortal_01	Interesting. Hmmm...fundamental instabilities.		test
VO_Moroes_Male_Human_NetherspiteWin_01	Well done! Now, if I can just recall how this functions...		test
VO_Medivh_Male_Human_EmoteGreetings_01	What are you doing here?		test
VO_Medivh_Male_Human_EmoteOops_01	That was your plan?		test
VO_Medivh_Male_Human_EmoteSorry_01	Aw, that didn't work out...		test
VO_Medivh_Male_Human_EmoteThanks_01	You are too kind.		test
VO_Medivh_Male_Human_EmoteThreaten_01	You never had a chance!		test
VO_Medivh_Male_Human_EmoteWellPlayed_01	A good try, demon.		test
VO_Medivh_Male_Human_EmoteWow_01	Oh ho ho! That was awesome!		test
VO_Medivh_Male_Human_PrologueOpen_01	Ugh, you again?		test
VO_Malchezaar_Male_Demon_PrologueOpen_01	Where's my invite?		test
VO_Aran_Male_Shade_AranOpen_01	I'll teach you respect!		test

VO_WhiteKing_Male_ChessPiece_ChessOpen_02	En garde!		test
VO_Crone_Female_Troll_CroneOpen_01	Ha hahahaha! Flee, my pretties!		test
VO_Crone_Female_Troll_CroneEmoteResponse_02	Ah hahahahaha!		test
VO_Curator_Neither_ArcaneGolem_CuratorOpen_01	Do not touch the displays.		test
VO_Illhoof_Male_Demon_IllhoofOpen_01	Ah, just in time!		test
VO_Julianne_Female_Human_JulianneOpen_01	What devil art thou?		test
VO_Mirror_Male_Mirror_MirrorOpen_02	WASSSSSUP!		test
VO_Netherspite_Male_Dragon_NetherspiteOpen_01	Who disturbs my research?		test
VO_SilverwareGolem_Male_SilverwareGolem_SilverwareOpen_01	Dancing is fun!		test
VO_BigBadWolf_Male_Worgen_WolfOpen_01	Run away, little girl, run away!		test
VO_Nazra_Female_Orc_FinalStartSequence_01	Cower before the Horde!		test
VO_Aran_Male_Shade_AranDeath_02	Not again...		test
VO_WhiteKing_Male_ChessPiece_ChessDeath_01	Checkmate...		test
VO_Crone_Female_Troll_CroneDeath_02	No! I'll get you! I'll get...		test
VO_Curator_Neither_ArcaneGolem_CuratorDeath_04	Shutting down.		test
VO_Malchezaar_Male_Demon_FinalMalchezaarDeath_01	No! No! Not again!		test
VO_Illhoof_Male_Demon_IllhoofDeath_02	No! So close! Sargar...		test
VO_Julianne_Female_Human_JulianneDeath_01	Romulo! I drink to thee...		test
VO_Mirror_Male_Mirror_MirrorDeath_01	Hey! You cheated! I want a rematch!		test
VO_Netherspite_Male_Dragon_NetherspiteDeath_01	My work...		test
VO_SilverwareGolem_Male_SilverwareGolem_SilverwareDeath_02	The dishes are done...		test
VO_BigBadWolf_Male_Worgen_WolfDeath_01	Hunted? No...		test
VO_Medivh_Male_Human_PrologueDeath_02	What?  Impossible!		test

VO_WhiteKing_Male_ChessPiece_ChessEmoteGreetings_01	Care for a game?		test
VO_WhiteKing_Male_ChessPiece_ChessEmoteOops_01	Oh, A blunder.		test
VO_WhiteKing_Male_ChessPiece_ChessEmoteSorry_01	An unfortunate development.		test
VO_WhiteKing_Male_ChessPiece_ChessEmoteThinking_01	Rook to A3...		test
VO_WhiteKing_Male_ChessPiece_ChessEmoteThinking_02	Knight to F6...		test
VO_WhiteKing_Male_ChessPiece_ChessEmoteThinking_03	Queen to E5...No, no...		test
VO_WhiteKing_Male_ChessPiece_ChessEmoteThreaten_01	I see a mate in 4.		test
VO_WhiteKing_Male_ChessPiece_ChessEmoteWellPlayed_01	Checkmate.		test
VO_WhiteKing_Male_ChessPiece_ChessEmoteWow_01	Ah, exceptional!		test
VO_WhiteKing_Male_ChessPiece_ChessEmoteThanks_01	How very kind.		test
VO_BlackKing_Male_ChessPiece_ChessEmoteGreetings_01	Always.		test
VO_BlackKing_Male_ChessPiece_ChessEmoteOops_01	Or a trap?		test
VO_BlackKing_Male_ChessPiece_ChessEmoteSorry_01	A necessary sacrifice.		test
VO_BlackKing_Male_ChessPiece_ChessEmoteThreaten_01	I see one in 3.		test
VO_BlackKing_Male_ChessPiece_ChessEmoteWellPlayed_01	Not yet.		test
VO_BlackKing_Male_ChessPiece_ChessEmoteWow_01	Naturally.		test
VO_BlackKing_Male_ChessPiece_ChessEmoteThanks	Any time.		test
VO_BlackKing_Male_ChessPiece_ChessOpen_01	None shall pass!		test
VO_Medivh_Male_Human_Wing0Intro_01	We’ve animated the silverware, rehearsed the opera, and prepared the menagerie.  Tonight will be a night to remember!		test
VO_Moroes_Male_Human_Wing1Intro_02	I'm Moroes, Karazhan's steward and I need your help! Medivh's gone!  We'll need the portals at the top of the tower to save him and the party.		test
VO_Barnes_Male_Human_Wing2Intro_02	Welcome to the theater!  I am Barnes, the Stage Manager.  The portals to save Medivh lie upstairs, but first, you simply must see our show!		test
VO_Moroes_Male_Human_Wing2Win_01	Onward! Up those stairs, the Curator guards the menagerie. I hope it's not malfunctioning...		test
VO_Moroes_Male_Human_Wing3Open_02	The Curator guards the menagerie, home to Azeroth's most exotic creatures.  Beyond, lie the master's chambers and the portal to save Medivh.		test
VO_Moroes_Male_Human_Wing3Win_02	Nearly to the top! We need to save Medivh before the party becomes a brawl!		test
VO_Moroes_Male_Human_Wing4Intro_01	At last! The top of the tower! Find the right portal and bring back Medivh!		test
VO_Medivh_Male_Human_Wing4Win_01	Adventurer, come on! Enjoy the party!		test
VO_Moroes_Male_Human_Wing4Win_01	You did it.  I can’t believe the party started on time. Could you come back next week? It’s Medivh’s birthday, and, uhh...I need backup.		test
VO_Moroes_Male_Human_EndWing1_01	Excellent!  The opera house is just up those stairs! I’m sure Barnes will let us through quickly!		test
VO_Moroes_Male_Human_Wing1Win_01	Well done! At this rate, we'll reach the top of the tower in time to save the party!		test

VO_BlackKing_Male_ChessPiece_ChessEmoteThanks_01	Any time.		test
VO_Malchezaar_Male_Demon_PrologueTurn1_04	You did not invite me?!  I am a prince of the Eredar!		test
VO_Medivh_Male_Human_PrologueTurn1_02	After last time? We're still fixing the hole in the roof!		test
VO_Malchezaar_Male_Demon_PrologueTurn11_02	You invited Jaraxxus? The weakling?		test
VO_Medivh_Male_Human_PrologueTurn11_01	Have you heard his karaoke? He's amazing!		test
VO_Moroes_Male_Human_PrologueTurn11_01	*Ahem* And he didn't torch the library...		test
VO_Medivh_Male_Human_PrologueTurn3_02	Moroes, check on the chess set. The real guests will be arriving soon.		test
VO_Moroes_Male_Human_PrologueTurn5_03	Sir, the Medivas are set up. Barnes is rehearsing with them now.		test
VO_Mediva_01_Female_Blood Elf_PrologueTurn5_06	Medivas!		test
VO_Mediva_03_Male_Night Elf_PrologueTurn5_01	You called?		test
VO_Mediva_02_Female_Draenei_PrologueTurn5_05	Yes?		test
VO_Moroes_Male_Human_PrologueTurn7_01	Have you looked outside, sir?  There are raid bosses scrambling for an invitation.		test
VO_Medivh_Male_Human_PrologueTurn9_01	Balloons! Moroes, we forgot the balloons!		test
VO_Moroes_Male_Human_PrologueTurn9_02	Sir, balloons terrify murlocs. Remember last week?		test
VO_Malchezaar_Male_Demon_PrologueWin_01	I'm taking you with me!		test
VO_Medivh_Male_Human_PrologueWin_01	Back to your home, demon!		test
VO_Moroes_Male_Human_PrologueWin_02	Well, this isn't good. This isn't good at all.		test
VO_Malchezaar_Male_Demon_PrologueHeroPower_01	All dimensions, all realities are open to me!		test
VO_Medivh_Male_Human_PrologueHeroPower_01	Except this party!		test
VO_Malchezaar_Male_Demon_PrologueEmoteResponse_01	Simple fool!		test
VO_Malchezaar_Male_Demon_FinalAltOpening_01	Simple fools!		test
VO_SilverwareGolem_Male_SilverwareGolem_SilverwareEmoteResponse_01	It's polishing time!		test
VO_SilverwareGolem_Male_SilverwareGolem_SilverwareForkedLightning_01	You like forks? I have forks!		test
VO_SilverwareGolem_Male_SilverwareGolem_SilverwareHeroPower_01	Set the table! Set the floor!		test
VO_SilverwareGolem_Male_SilverwareGolem_SilverwareKnifeJuggler_01	Oooh, knife throw!		test
VO_SilverwareGolem_Male_SilverwareGolem_SilverwarePlateTossing_01	You get a plate! You get a plate! Everybody gets a plate!		test
VO_Moroes_Male_Human_SilverwareResponse_01	Ooph. That one was an antique.		test
VO_Moroes_Male_Human_SilverwareTurn3_02	The silverware is working together! We're surrounded!		test
VO_Moroes_Male_Human_SilverwareWin_01	Ah, what a mess!		test
VO_Mirror_Male_Mirror_MirrorEmoteResponse_01	No, you!		test
VO_Mirror_Male_Mirror_MirrorFirstCard_01	You have that in your deck??		test
VO_Moroes_Male_Human_MedivhSkinResponse_01	A Medivh costume? Well, the resemblance is remarkable!		test
VO_Mirror_Male_Mirror_MirrorMedivhSkin_01	Oh! Medivh, sir! Looking sharp to...Hey! Wait! You're not Medivh!		test
VO_Mirror_Male_Mirror_MirrorMirrorImage_01	Hey, that's my favorite card! What's yours? Magma Rager?		test
VO_Mirror_Male_Mirror_MirrorTurn1_01	Wow, you guys are ug-ly!		test
VO_Mirror_Male_Mirror_MirrorTurn3_01	Mirror, mirror on the wall, who's the fairest of them all?		test
VO_Mirror_Male_Mirror_MirrorTurn3_03	Not you, grandpa!		test
VO_Moroes_Male_Human_MirrorTurn3_01	Hmmmm...		test
VO_Mirror_Male_Mirror_MirrorTurn5_02	Nefarius? More like Ne-fat-ius, am I right?		test
VO_Moroes_Male_Human_MirrorTurn5_01	Lord Nefarius should arrive soon. I shudder to think how he'll respond.		test
VO_Mirror_Male_Mirror_MirrorWellPlayedResponse_01	I wish I could say the same! ZING!		test
VO_Moroes_Male_Human_MirrorWin_02	Excellent! The stairs to the opera are just up ahead.		test

VO_Moroes_Male_Human_ChessWin_01	Excellent! On to the opera!		test
VO_Moroes_Male_Human_ChessTurn1_03	Here, pieces will attack automatically at the end of your turn.		test
VO_Moroes_Male_Human_ChessTurn3_01	If a piece is in between two enemies, it will strike them both!		test
VO_Moroes_Male_Human_ChessTurn5_01	Proper positioning is key to victory.  Get those double attacks!		test
VO_Moroes_Male_Human_ChessTurn7_01	The other guests are lining up outside! We’re nearly to the opera, but we need to hurry!		test
VO_Moroes_Male_Human_ChessTurn7_03	Sir, you don’t have many pieces.  If you run out, you will lose.		test
VO_Crone_Female_Troll_CroneFlyingMonkeys_01	Bring me that girl!		test
VO_Crone_Female_Troll_CroneHeroPower_02	Hehehehehe!		test
VO_KARA_04_01_Female_Human_CroneHuffer_01	Oh Huffer, I've a feeling we're not in Westfall anymore...		test
VO_KARA_04_01_Female_Human_CroneLionTigerBear_02	Oh! Lions and dragons and bears! Oh my!		test
VO_Medivas_Multiple_Multiple_CroneLionTigerBear_01	Oh my!		test
VO_KARA_04_01_Female_Human_CroneTurn1_01	Oh no, don't let her hurt me!		test
VO_Mediva_01_Female_Blood Elf_ChessEmoteOops_06	Uh oh!		test
VO_KARA_04_01_Female_Human_CroneTurn3_01	Here, link arms! We're strongest together!		test
VO_Moroes_Male_Human_CroneTurn5_02	Majordomo Executus is downstairs. Shall I tell him he's arrived too soon?		test
VO_Moroes_Male_Human_CroneWin_01	Finally! We're off to free the wizard!		test
VO_Curator_Male_ArcaneGolem_CuratorEmoteResponse_01	Your request cannot be processed.		test
VO_Curator_Male_ArcaneGolem_CuratorArcaneGolem_01	Curious. A remarkable resemblance.		test
VO_Curator_Male_ArcaneGolem_CuratorMedivhSkin_01	Imposter Medivh. Crazy eyes dead giveaway.		test
VO_Curator_Male_ArcaneGolem_CuratorHarrison_02	Scoundrel detected! Harrison Jones is not permitted.		test
VO_Curator_Male_ArcaneGolem_CuratorReno_02	Scoundrel detected! Reno Jackson is not permitted.		test
VO_Curator_Male_ArcaneGolem_CuratorBeasts_01	This Curator is allergic to beasts.		test
VO_Mediva_03_Male_Night Elf_CuratorBeasts_04	Achoo, baby!		test
VO_Curator_Male_ArcaneGolem_CuratorDemons_01	Demons do not belong in the menagerie.		test
VO_Curator_Male_ArcaneGolem_CuratorDragons_01	No more dragon droppings.		test
VO_Curator_Male_ArcaneGolem_CuratorMechs_01	Reprogramming the assistants.		test
VO_Curator_Male_ArcaneGolem_CuratorMurlocs_01	Tiny fish-things go free.		test
VO_Curator_Male_ArcaneGolem_CuratorPirates_01	Pirates should parrrrty.		test
VO_Curator_Male_ArcaneGolem_CuratorTurn1_01	This Curator is equipped for menagerie management.		test
VO_Moroes_Male_Human_CuratorTurn3_01	The Curator is confused! You need to stop it before it releases everything!		test
VO_Curator_Male_ArcaneGolem_CuratorTurn5_01	Please comply with all gallery protocols.		test
VO_Curator_Male_ArcaneGolem_CuratorTurn9_01	Guests must remain inside the menagerie.		test
VO_Moroes_Male_Human_CuratorWin_01	Alright then...A little tweak here...And...good as new!		test
VO_Curator_Male_ArcaneGolem_NightbaneCorruption_01	No! The menagerie must not be corrupted!		test
VO_Curator_Male_ArcaneGolem_NightbaneTour_01	The dragon Nightbane. Once called Arcanagos, uncontrolled magic warped his mind.		test
VO_Curator_Male_ArcaneGolem_NightbaneTour_02	On your left, a bust of Aran. To your right, the Lantern of Power.		test
VO_Curator_Male_ArcaneGolem_NightbaneTurn1_01	Loose exhibits may come to harm. They must be restored to the menagerie.		test
VO_Curator_Male_ArcaneGolem_NightbaneTurn3_01	The creatures must be saved. Then you may proceed.		test
VO_Moroes_Male_Human_NightbaneTurn3_01	Curator, we need to rescue Medivh!		test
VO_Moroes_Male_Human_NightbaneTurn7_01	The Explorer's League has arrived. RENO, PUT BACK THE SILVERWARE!		test
VO_Curator_Male_ArcaneGolem_NightbaneUnstablePortal_01	The guest must be gentle. This dragon fears unstable magic.		test
VO_Curator_Male_ArcaneGolem_NightbaneWin_01	Further assistance is required.		test
VO_Nightbane_Roar	*ROAR*		test
VO_Illhoof_Male_Demon_IllhoofEmoteResponse_01	Your essence feeds the ritual!		test
VO_Illhoof_Male_Demon_IllhoofSummonImps_01	Come, you dwellers in the dark.  Rally to my call!		test
VO_Illhoof_Male_Demon_IlhoofKilrek_01	Come, Kil'rek.  Now we complete the summoning!		test
VO_Curator_Male_ArcaneGolem_IllhoofKilrekResponse_01	This Curator does not care. Summoning is forbidden.		test
VO_Moroes_Male_Human_IllhoofKilrekResponse_01	What are they trying to summon?		test
VO_Curator_Male_ArcaneGolem_IllhoofWin_01	This Curator thanks you. The menagerie will be restored.		test
VO_Curator_Male_ArcaneGolem_IllhoofTurn1_01	Summoning rituals are not permitted.		test
VO_Illhoof_Male_Demon_IllhoofTurn1_01	The ritual begins now!		test
VO_Curator_Male_ArcaneGolem_IllhoofTurn5_01	Rituals harm the inhabitants. The demon must not continue.		test
VO_Illhoof_Male_Demon_IllhoofWounded_01	Gather, my pets. The ritual must be completed!		test
VO_Medivas_Multiple_Multiple_IllhoofWounded_01	Mmm...I'm so scared!		test
VO_Curator_Male_ArcaneGolem_IllhoofSenseDemons_01	Many demons are detected.		test
VO_Illhoof_Male_Demon_IllhoofSummoningPortal_01	A portal without a ritual? That seems so much easier...		test
VO_Aran_Male_Shade_AranEmoteResponse_01	Out! Out!		test
VO_Maiden_Female_Titan_FinalMaidenEmoteResponse_01	Your behavior will not be tolerated.		test
VO_Maiden_Female_Titan_FinalMaidenEyeForAnEye_01	Justice is served.		test
VO_Maiden_Female_Titan_FinalMaidenHeroPower_01	Cast out your corrupt thoughts.		test
VO_Maiden_Female_Titan_FinalMaidenHumility_01	Yes! Kneel and you may be spared!		test
VO_Maiden_Female_Titan_FinalMaidenOpen_01	You summon an agent of the titans?		test
VO_Moroes_Male_Human_FinalMaidenTurn1_01	Sorry, take care of this one and I’m sure I can find the right controls.		test
VO_Maiden_Female_Titan_FinalMaidenTurn5_01	We are eternal. You are not worthy!		test
VO_Moroes_Male_Human_FinalAltTurn5_01	So many portals.  I wonder what is in this one?		test
VO_Moroes_Male_Human_FinalMaidenTurn7_03	Oh, that’s the tentacle world. We definitely don’t want that.		test
VO_Malchezaar_Male_Demon_FinalMalchezaarEmoteResponse_01	I shall be your undoing!		test
VO_Malchezaar_Male_Demon_FinalMalchezaarHeroPower_01	You face not Malchezaar alone, but the legions I command!		test
VO_Jaraxxus_Male_Demon_FinalMalchezaarJaraxxus_01	Silly prince. Practice karaoke like Jaraxxus!		test
VO_Jaraxxus_Male_Demon_FinalMalchezaarJaraxxus_02	We are the\nExplorer’s League\nand we are a league of explorers!		test
VO_Malchezaar_Male_Demon_FinalMalchezaarJaraxxus_01	You!  You! That’s my invitation!		test
VO_Malchezaar_Male_Demon_FinalMalchezaarMedivhSkin_01	You came in costume? Hmmm...I could do that…		test
VO_Malchezaar_Male_Demon_FinalMalchezaarSacrificialPact_03	Hahaha! That could never work on a true Eredar Lord!		test
VO_Malchezaar_Male_Demon_FinalMalchezaarTurn1_01	The magus is mighty, but how could you hope to withstand such overwhelming power?		test
VO_Medivh_Male_Human_FinalMalchezaarTurn5_01	Excellent work, Moroes – the party's already going strong!		test
VO_Malchezaar_Male_Demon_FinalMalchezaarTurn7_01	I hear the music!  The Medivas!  The party!  Tonight is my night!		test
VO_Medivh_Male_Human_FinalMalchezaarWin_01	Well done! Come on, it's party time!		test
VO_Medivh_Male_Human_FinalMedivhMedivhSkin_01	Oh, wait! You’re me?!  From the future? Oh! Tell me...how amazing was this party?  It was AWESOME, right?		test
VO_Malchezaar_Male_Demon_Brawl_06	Surely you did not think you could win.		test
VO_Nazra_Female_Orc_FinalNazraChogall_02	Twilight Hammer clan? Here?		test
VO_Nazra_Female_Orc_FinalNazraDeath_01	For the Horde...		test
VO_Nazra_Female_Orc_FinalNazraEmoteResponse_01	Nazra will crush you!		test
VO_Nazra_Female_Orc_FinalNazraGrom_01	Grommash?! It's been so long!		test
VO_Nazra_Female_Orc_FinalNazraHeroPower_01	Nazra will rule this puny world!		test
VO_Barnes_Male_Human_FinalNazraTurn5_02	Help! We're out of bananas! Mukla's tearing the pantry apart!		test
VO_Moroes_Male_Human_FinalNazraTurn7_02	Force the orc back so we may open another portal!		test
VO_Moroes_Male_Human_FinalSecondSequence_01	Excellent! Now let's see if this one works…		test
VO_Moroes_Male_Human_FInalStartSequence_01	Hmmm...Let's see. Maybe this one?		test
VO_Malchezaar_Male_Demon_FinalThirdSequence_01	Summoned back to Karazhan? Just in time for the party!		test
VO_Malchezaar_Male_Demon_EmoteParty_01	Malchezaar likes to party too!		test
VO_Malchezaar_Male_Demon_FinalThirdSequence_04	Out of my way, fool!		test
VO_Medivh_Male_Human_FinalThirdSequence_01	Ah, a guest! Please take care of the demon, would you. I have a party to host!		test
VO_Medivh_Male_Human_FinalThirdSequence_02	He left you without any cards? Feel free to use the portals.		test
VO_Medivh_Male_Human_FinalThirdSequence_03	Here, borrow my staff; it controls the portals. Just don't scratch it.		test
VO_Moroes_Male_Human_FinalThirdSequence_01	This is it!		test
VO_Moroes_Male_Human_FinalTurn1_02	Oops, wrong portal.  Fight the orc so I can try again!		test
VO_Julianne_Female_Human_JulianneHeroPower_01	Come, gentle night; and give me back my Romulo!		test
VO_Julianne_Female_Human_JulianneEmoteResponse_01	Do you bite your thumb at us?		test
VO_KARA_06_01_Male_Human_JulianneTurn1_01	Wilt thou provoke me? Then, have at thee!		test
VO_Moroes_Male_Human_JulianneTurn5_01	Barnes, let us through!  We need to reach Medivh before the party is ruined!		test
VO_Barnes_Male_Human_JulianneTurn5_01	What’s a party without a play?  And what’s a play without an audience?		test
VO_Moroes_Male_Human_JulianneTurn9_02	Illidan has arrived!  We are not prepared!		test
VO_KARA_06_01_Male_Human_JulianneDeadlyPoison_02	Ah, a dram of poison.		test
VO_Mediva_02_Female_Draenei_JulianneDeadlyPoison_02	How tragic!		test
VO_Julianne_Female_Human_JulianneFeignDeath_03	And then awake as from a pleasant sleep...		test
VO_Barnes_Male_Human_JulianneWin_01	An act complete! Two remain!		test
VO_Barnes_Male_Human_WolfBigMinion_01	Oh granny, what big minions you have!		test
VO_BigBadWolf_Male_Worgen_WolfBigMinion_01	The better to crush you with!		test
VO_BigBadWolf_Male_Worgen_WolfTurn1_01	Look at your minions. See how they shrink before me?		test
VO_Barnes_Male_Human_WolfTurn5_01	I so love audience participation!  Run, little guest, run!		test
VO_Barnes_Male_Human_WolfTurn9_01	Haha! A grand show! Even better than that ogre we chased around last week!		test
VO_BigBadWolf_Male_Worgen_WolfEmoteResponse_01	Mmmm...\nDelicious…		test
VO_BigBadWolf_Male_Worgen_WolfDireWolfAlpha_01	*Snarl*		test
VO_BigBadWolf_Male_Worgen_WolfDireWolfAlpha_02	*Whimper*		test
VO_BigBadWolf_Male_Worgen_WolfScarletCrusader_01	Oh, little red cloak, where are you going?		test
VO_Barnes_Male_Human_WolfClaws_01	Don’t worry!  Those huge claws are just for decoration!		test
VO_Moroes_Male_Human_WolfClaws_03	I don’t think that’s true...		test
VO_Barnes_Male_Human_WolfWin_01	Aha! The finale awaits!		test
VO_Moroes_Male_Human_ChessForfeit_02	You have run out of pieces.  The game is forfeit.		test
VO_Moroes_Male_Human_ChessTurn7_02	You don't have many pieces.  If you run out, you will lose.		test
VOX_Nightbane_Start_01	Roar!		test

VO_BOSS_AYA_Female_Pandaren_BC_0_Jade_Golem_02	More Golems? Awesome!		test
VO_BOSS_AYA_Female_Pandaren_BC_0_Jade_Golem_03	Heehee!  Go! My! Army!		test
VO_BOSS_AYA_Female_Pandaren_BC_0_Jade_Golem_04	Another!  ANOTHER!		test
VO_BOSS_AYA_Female_Pandaren_BC_2_1st_Turn_Start_01	Ya right! I want Gadgetzan for MYSELF!		test
VO_BOSS_AYA_Female_Pandaren_BC_2_2nd_Turn_Start_01	Gadgetzan belongs to the Jade Lotus, and the Lotus belongs to me!		test
VO_BOSS_AYA_Female_Pandaren_BC_2_Arms_Dealing1_01	More weapons.  How original.		test
VO_BOSS_AYA_Female_Pandaren_BC_2_Fill1_01	Ooooh, you're gonna LOVE this!		test
VO_BOSS_AYA_Female_Pandaren_BC_2_Fill2_01	Nahhh, I like it here. I think I'll stay.		test
VO_BOSS_AYA_Female_Pandaren_BC_2_Goons_Win_01	Nonononono! This is NO GOOD!		test
VO_BOSS_AYA_Female_Pandaren_BC_2_Goons_Winning_02	Perhaps you should SHUT UP!		test
VO_BOSS_AYA_Female_Pandaren_BC_2_Jade_Win_01	Jade Lotus wins again! I'm the best!		test
VO_BOSS_AYA_Female_Pandaren_BC_2_Lotus_Winning_01	*hee hee* Keep playing, keep playing!		test
VO_BOSS_AYA_Female_Pandaren_BC_3_1st_Turn_Start_01	Gadgetzan is SO awesome. I want it!		test
VO_BOSS_AYA_Female_Pandaren_BC_3_1st_Turn_Start_02	Heh heh heh, gladly....		test
VO_BOSS_AYA_Female_Pandaren_BC_3_2nd_Turn_Start_01	Maaan, you Kabal types are so boring!		test
VO_BOSS_AYA_Female_Pandaren_BC_3_Fill1_01	Sure is a nice day, huh Kazzy?		test
VO_BOSS_AYA_Female_Pandaren_BC_3_Fill2_01	Jeez Kazzy, loosen up a little. Have a little fun.		test
VO_BOSS_AYA_Female_Pandaren_BC_3_Jade_Golem3_01	Heeheeeheeehee!		test
VO_BOSS_AYA_Female_Pandaren_BC_3_Kabal_Winning_01	Mostly because you're so boring.		test
VO_BOSS_AYA_Female_Pandaren_BC_3_Kabal_Wins_01	This isn't happening! NONONONONO!		test
VO_BOSS_AYA_Female_Pandaren_BC_3_Lotus_Winning_01	Aw, what's wrong Kazzy? You look a little roughed up.		test
VO_BOSS_AYA_Female_Pandaren_BC_3_Lotus_Wins_01	Well, that was fun.  Thanks for playing, Kazzy.		test
VO_BOSS_AYA_Female_Pandaren_BC_3_Potion1_02	Blah blah, potions, blah blah, GET OVER HERE AND FIGHT ME.		test
VO_BOSS_AYA_Female_Pandaren_BC_3_Potion3_01	Yuck! This stuff is gross.		test
VO_BOSS_AYA_Female_Pandaren_Concede_01	Aw, you're no fun.		test
VO_BOSS_AYA_Female_Pandaren_Greetings_01	Hiya!		test
VO_BOSS_AYA_Female_Pandaren_Oops_01	Oopsie!		test
VO_BOSS_AYA_Female_Pandaren_START_01	Get the golems ready!		test
VO_BOSS_AYA_Female_Pandaren_Thanks_02	Thank you!		test
VO_BOSS_AYA_Female_Pandaren_Threaten_02	Hmm, guess you gotta die now.		test
VO_BOSS_AYA_Female_Pandaren_Well_Played_01	That was cool!		test
VO_BOSS_AYA_Female_Pandaren_Wow_02	Woah!		test

VO_BOSS_CHO_Male_Ogre_BC_1_1st_Turn_Start_01	GRIMY GOONS MAKE IT DANGEROUS!		test
VO_BOSS_CHO_Male_Ogre_BC_1_Fill2_01	GET 'EM BOYS!		test
VO_BOSS_CHO_Male_Ogre_BC_2_Fill1_01	GIRL HAS CRAZY EYES!		test
VO_BOSS_CHO_Male_Ogre_Concede_01	YEAH! WAIT NO, IT YOURS!		test
VO_BOSS_CHO_Male_Ogre_Oops_02	MISTAKE MADE!		test
VO_BOSS_CHO_Male_Ogre_Thanks_01	THANK YOU.		test

VO_BOSS_HAN_Male_Ogre_BC_0_Arms_Dealing_01	Somethin' uh, fell off the back of a wagon, heh heh.		test
VO_BOSS_HAN_Male_Ogre_BC_0_Arms_Dealing_02	Rally, Goons!		test
VO_BOSS_HAN_Male_Ogre_BC_0_Arms_Dealing_03	Get that Goon suited up and get him out there!		test
VO_BOSS_HAN_Male_Ogre_BC_0_Arms_Dealing_04	The Grimy Goons stand together.		test
VO_BOSS_HAN_Male_Ogre_BC_1_1st_Turn_Start_01	These are some dangerous streets, Kazakus.		test
