TAG	TEXT	COMMENT	AUDIOFILE
VO_RAGNAROS_MC_WELCOME_67	THE MOLTEN CORE IS MY DOMAIN!  I WILL CRUSH YOU, INSECT!		VO_RAGNAROS_MC_WELCOME_67
VO_INNKEEPER_MAX_ARENA_WINS_04	Ooh! You have claimed the top arena prize, the Lightforge Key!		VO_INNKEEPER_MAX_ARENA_WINS_04.wav
VO_TIRION_INTRO_02	Prepare yourself, for a day of the most impressive jousting, eye-popping sideshows, and the mightiest combat you've ever encountered!		VO_TIRION_INTRO_02.wav
VO_LOEA02_ZINAAR_PREGAME_ALT	Reno's nearly to the rod but he just *had* to rub the shiny lamp he found.		test
VO_LOEA01_PHAERIX_PREGAME	We’ve made it to the temple’s vault!  You handle the guard, I’ll take care of the rest!		test
VO_LOEA03_TEMPLE_PREGAME	We’ve got the first piece!  Now we gotta out of here before we get squished!		test
VO_LOEA04_SCARVASH_PREGAME	Hail, fellow explorer!  I’ve got a lead on the headpiece of the staff! It’s somewhere here in Uldaman.		test
VO_BRANN_SCARVASH_PREGAME_ALT_06	Uldaman's infested with troggs!  We'll have to fight through them to reach the headpiece.		VO_BRANN_SCARVASH_PREGAME_ALT_06.wav
VO_LOEA07_MINECART_PREGAME	This mine shaft leads straight to the center of Uldaman!		test
VO_LOEA08_ARCHAEDAS_PREGAME	The stone giant Archaedas has got the headpiece, but he won’t give it up without a fight.		test
VO_ELISE_SLITHERSPEAR_PREGAME_ALT_04	The naga have Finley!  Hurry explorer, before he's dinner!		test
VO_LOEA10_GIANTFIN_PREGAME	Alas, I’d hoped to avoid Giantfin.  Ah well. For glory!		test
VO_LOEA12_NAGA_PREGAME	She has the pearl!  Let's collect our prize and depart posthaste.		test
VO_LOEA13_SKELESAURUS_PREGAME	What a wonderful museum.  Here, meet my new friend, Skelesaurus Hex!		test
VO_LOEA14_STEELSENTINEL_PREGAME	Such lovely toys.  A shame you keep breaking them.		test
VO_LOEA15_1_PREGAME_06	Is that the deck you're going to use? Heh heh heh…		test
VO_LOEA16_RAFAAM2_PREGAME	Enough!  You are nothing before the Staff of Origination!		test
VO_LOE_INTRO_5	I am Elise Starseeker, the Cartographer. We’ve got a lead on the three pieces of the Staff of Origination and could use your help!		test
VO_LOE_INTRO_6	I'll stay here and direct, but the other explorers are already in the field.  Could you assist them?		test
VO_LOE_INTRO_1	Good timing, adventurer; welcome to the Hall of Explorers!		test
VO_LOE_INTRO_2	We were just embarking on a mrrrgle of discovery.  AHEM.  A voyage of discovery, I should say!		test
VO_LOE_INTRO_3	We’ve got a lead on the three pieces of the Staff of Origination!  Can you help us recover them?		test
VO_ELISE_WING_1_OPEN_06	The first piece of the Staff lies in the ancient Temple of Orsis.  Reno's inside already and he needs your help!		test
VO_BRANN_OPEN_WING_2_03	Hail, fellow explorer!  I'm Brann Bronzebeard, the League's founder.  I’ve got a lead on the headpiece of the staff! It’s somewhere here in Uldaman.		test
VO_ELISE_WING_3_OPEN_07	The third piece of the Staff, the Pearl of the Tides, is in Stranglethorn Jungle.  Sir Finley's there, but I've lost contact with him.		test
VO_ELISE_WING_4_OPEN_08	Rafaam's stolen the Staff and taken over the museum.  He's animating the exhibits and stealing everything!		test
VO_LOE_WING_1_WIN_2	So they’re looking for the Staff. Heh heh heh.		VO_LOE_WING_1_WIN_2
VO_LOE_08_WIN_2	They’ve found the second piece.  My plan is nearly complete.		test
VO_LOE_12_WIN_2	The final piece falls into place.		test
VO_ELISE_STAFF_CLICK_DONE_65	The Staff of Origination!  Thanks to your heroism, the reassembled staff now lies safely in the Hall of Explorers.		test
VO_ELISE_STAFF_CLICK_EARLY_64	We finally have a lead on the Staff of Origination.  It would be a great centerpiece for the museum.		test
VO_LOE_WING_3_WIN_1	Explorers, we've done it! After so many years, the Staff of Origination is complete.		VO_LOE_WING_3_WIN_1.wav
VO_LOE_WING_3_WIN_3	Hey, what?!		VO_LOE_WING_3_WIN_3.wav
VO_LOE_WING_3_WIN_4	Hello explorers. I am Rafaam, the Supreme Archaeologist!		VO_LOE_WING_3_WIN_4.wav
VO_LOE_WING_3_WIN_5	Thank you for finding my staff. Let me give you a demonstration of its power!		VO_LOE_WING_3_WIN_5.wav
VO_KAR_WING_1_OPEN_MOROES_MALE_HUMAN	The unfortunate portal incident has left the tower in an uproar!  We must rescue Medivh before more guests arrive!		test
VO_KAR_WING_2_OPEN_BARNES_MALE_HUMAN	Just in time for the dress rehearsal!  I am Barnes, the Stage Manager, and you simply must watch our show.  Be warned, we may require a little audience participation.  Enjoy!		test
VO_KAR_WING_3_OPEN_CURATOR_ANDRO_MECH	The menagerie is for guests only.  Guests should remain in their cages. Creatures must remain behind the rope.		test
VO_KAR_WING_4_OPEN_MOROES_MALE_HUMAN	At last!  The top of the tower! Find the right portal and bring back Medivh!		test
VO_KAR_WING_4_WIN_MOROES_MALE_HUMAN	You did it.  I can’t believe the party started on time. Could you come back next week? It’s Medivh’s birthday, and, well…I need backup.		test
VO_KAR_WING_4_WIN_MEDIVH_MALE_HUMAN	Adventurer, come on! Enjoy the party!		test
VO_Aran_Male_Shade_AranBossCoin_02	Hrmmph. Party guests in the master's chambers? Keep out!		test
VO_Moroes_Male_Human_ChessBossCoin_01	*Sigh* Medivh left the chess pieces out again. This might get tricky...		test
VO_Moroes_Male_Human_CuratorBossCoin_01	The Curator is releasing the menagerie! We shall need to fix it.		test
VO_Moroes_Male_Human_FinalAltBossCoin_01	We've done it! Open the portal and let's get this party started!		test
VO_Curator_Male_ArcaneGolem_IllhoofBossCoin_02	The demon Illhoof.  Most dangerous exhibit.  Approach with caution.		test
VO_Barnes_Male_Human_JulianneBossCoin_01	Our first act: a tale of forbidden love!		test
VO_Moroes_Male_Human_MirrorBossCoin_01	Medivh enchanted the mirror to compliment our guests, but without him, well...you’ll see.		test
VO_Moroes_Male_Human_NetherspiteBossCoin_01	Netherspite rules all of Karazhan's portals. We'll need his control device.		test
VO_Curator_Male_ArcaneGolem_NightbaneBossCoin_02	This curator is...sorry.  Please assist in recapturing the creatures.		test
VO_Barnes_Male_Human_OzBossCoin_02	At last, our final act!  An evil witch pursues a young girl.  Will she find her way home?		test
VO_Medivh_Male_Human_PrologueBossCoin_02	Moroes, why is there a demon in the ballroom?		test
VO_Moroes_Male_Human_SilverwareBossCoin_01	Without Medivh, the tower is out of control!		test
VO_Barnes_Male_Human_WolfBossCoin_02	A kindly grandmother, but...those big eyes harbor a terrible secret!		test
VO_Medivh_Male_Human_Intro_01	Dearest Guest, tonight you are invited to the greatest party on Azeroth!	test
VO_Medivh_Male_Human_Intro_02	Join me in Karazhan for music, magic, and just a bit of mayhem!	test
VO_Medivh_Male_Human_Intro_03	Best regards, Medivh	test
VO_Moroes_Male_Human_SilverwareWin_03	Someone will have to clean up this mess before the party.	test




