TAG	TEXT	COMMENT	AUDIOFILE
GAMEPLAY_EMOTE_HERO_07_LOW_CARDS	I'm almost out of cards!		VO_HERO_07_LowCards_18.wav
GAMEPLAY_EMOTE_HERO_07_NO_CARDS	I'm out of cards!		VO_HERO_07_NoCards_19.wav
GAMEPLAY_EMOTE_HERO_07_OOPS	That was a mistake.		VO_HERO_07_Oops_03.wav
GAMEPLAY_EMOTE_HERO_07_SORRY	Sorry.		VO_HERO_07_Sorry_06.wav
GAMEPLAY_EMOTE_HERO_07_START	Your soul shall be mine!		VO_HERO_07_Start_09.wav
GAMEPLAY_EMOTE_HERO_07_MIRROR_START	I am your nightmare!		VO_HERO_07_MIRROR_START_01
GAMEPLAY_EMOTE_HERO_07_THANKS	Thank you.		VO_HERO_07_Thanks_05.wav
GAMEPLAY_EMOTE_HERO_07_THINK1	Hmmm...		VO_HERO_07_Thinking1_12.wav
GAMEPLAY_EMOTE_HERO_07_THINK2	I wonder...		VO_HERO_07_Thinking2_13.wav
GAMEPLAY_EMOTE_HERO_07_THINK3	So many possibilities...		VO_HERO_07_Thinking3_14.wav
GAMEPLAY_EMOTE_HERO_07_THREATEN	Your soul shall suffer!		VO_HERO_07_Threaten_04.wav
GAMEPLAY_EMOTE_HERO_07_TIMER	I'm almost out of time!		VO_HERO_07_Time_11.wav
GAMEPLAY_EMOTE_HERO_07_WELL_PLAYED	Well played.		VO_HERO_07_Well Played_02.wav
GAMEPLAY_EMOTE_HERO_07_WOW	Extraordinary.		VO_HERO_07_WOW_06.wav
GAMEPLAY_EMOTE_HERO_07_ERROR_FULL_MINIONS	I have too many minions.		VO_HERO_07_ERROR07_26.wav
GAMEPLAY_EMOTE_HERO_07_ERROR_GENERIC	I can't do that.		VO_HERO_07_ERROR12_31.wav
GAMEPLAY_EMOTE_HERO_07_ERROR_HAND_FULL	My hand is too full!		VO_HERO_07_ERROR06_25.wav
GAMEPLAY_EMOTE_HERO_07_ERROR_I_ATTACKED	I already attacked.		VO_HERO_07_ERROR04_23.wav
GAMEPLAY_EMOTE_HERO_07_ERROR_JUST_PLAYED	Give that minion a turn to get ready.		VO_HERO_07_ERROR05_24.wav
GAMEPLAY_EMOTE_HERO_07_ERROR_MINION_ATTACKED	That minion already attacked.		VO_HERO_07_ERROR03_22.wav
GAMEPLAY_EMOTE_HERO_07_ERROR_NEED_MANA	I don't have enough Mana.		VO_HERO_07_ERROR02_21.wav
GAMEPLAY_EMOTE_HERO_07_ERROR_NEED_WEAPON	I need a weapon.		VO_HERO_07_ERROR02_20.wav
GAMEPLAY_EMOTE_HERO_07_ERROR_PLAY	I can't play that.		VO_HERO_07_ERROR08_27.wav
GAMEPLAY_EMOTE_HERO_07_ERROR_STEALTH	I can't target Stealthed minions.		VO_HERO_07_ERROR09_28.wav
GAMEPLAY_EMOTE_HERO_07_ERROR_TARGET	That's not a valid target.		VO_HERO_07_ERROR10_29.wav
GAMEPLAY_EMOTE_HERO_07_ERROR_TAUNT	A minion with Taunt is in the way.		VO_HERO_07_ERROR11_20.wav
GAMEPLAY_EMOTE_HERO_07_EVENT_LUNAR_NEW_YEAR	Happy New Year!		VO_HERO_07_Event_LunarNewYear.wav
GAMEPLAY_EMOTE_HERO_07_WINTERVEIL_GREETINGS	Pleasant Feast of Winter Veil....		VO_HERO_07_HAPPY_HOLIDAYS_14.wav
GAMEPLAY_EMOTE_HERO_07_FIRE_FESTIVAL	Burn the fires.		VO_HERO_07_HAPPY_HOLIDAYS_14.wav
GAMEPLAY_EMOTE_HERO_07_PIRATE_DAY	Pirate's Day? I don't get it.		VO_HERO_07_PIRATE_DAY_33.wav
GAMEPLAY_EMOTE_HERO_07_HALLOWS_END	Wicked Hallow's End.		VO_HERO_07_HAPPY_HALLOWEEN_13.wav
GAMEPLAY_EMOTE_HERO_07_NOBLEGARDEN	Happy Noblegarden.		VO_HERO_07_HAPPY_NOBLEGARDEN_17.wav
GAMEPLAY_EMOTE_HERO_07_GREETINGS_RESPONSE	And I, you.		VO_HERO_07_MIRROR_GREETINGS_02.wav
VO_HERO_07_HAPPY_NEW_YEAR_15	Happy New Year!		VO_HERO_07_HAPPY_NEW_YEAR_15

# HERO_08 is Jaina Proudmoore (Mage)
GAMEPLAY_EMOTE_HERO_08_CONCEDE	You win this one.		VO_HERO_08_Concede_62.wav
GAMEPLAY_EMOTE_HERO_08_GOOD_GAME	Good Game.		VO_HERO_08_GG_70.wav
GAMEPLAY_EMOTE_HERO_08_GREETINGS	Hello.		VO_HERO_08_Greetings_56.wav
GAMEPLAY_EMOTE_HERO_08_LOW_CARDS	I'm almost out of cards!		VO_HERO_08_LowCards_73.wav
GAMEPLAY_EMOTE_HERO_08_NO_CARDS	I'm out of cards!		VO_HERO_08_NoCards_74.wav
GAMEPLAY_EMOTE_HERO_08_OOPS	Whoops.		VO_HERO_08_Oops_58.wav
GAMEPLAY_EMOTE_HERO_08_SORRY	I'm sorry.		VO_HERO_08_Sorry_61.wav
GAMEPLAY_EMOTE_HERO_08_START	You asked for it!		VO_HERO_08_Start_64.wav
GAMEPLAY_EMOTE_HERO_08_MIRROR_START	Oh, it is on.		VO_HERO_08_MIRROR_START_01
GAMEPLAY_EMOTE_HERO_08_THANKS	Thank you.		VO_HERO_08_Thanks_60.wav
GAMEPLAY_EMOTE_HERO_08_THINK1	Hmmm...		VO_HERO_08_Thinking1_67.wav
GAMEPLAY_EMOTE_HERO_08_THINK2	I wonder...		VO_HERO_08_Thinking2_68.wav
GAMEPLAY_EMOTE_HERO_08_THINK3	What to do... What to do...		VO_HERO_08_Thinking3_69.wav
GAMEPLAY_EMOTE_HERO_08_THREATEN	My magic will tear you apart!		VO_HERO_08_Threaten_59.wav
GAMEPLAY_EMOTE_HERO_08_TIMER	Time runs out on me!		VO_HERO_08_Time_66.wav
GAMEPLAY_EMOTE_HERO_08_WELL_PLAYED	Well played.		VO_HERO_08_Well Played_57.wav
GAMEPLAY_EMOTE_HERO_08_WOW	Amazing.		VO_HERO_08_WOW_06.wav
GAMEPLAY_EMOTE_HERO_08_ERROR_FULL_MINIONS	I have too many minions.		VO_HERO_08_ERROR07_81.wav
GAMEPLAY_EMOTE_HERO_08_ERROR_GENERIC	I can't do that.		VO_HERO_08_ERROR12_86.wav
GAMEPLAY_EMOTE_HERO_08_ERROR_HAND_FULL	My hand is too full!		VO_HERO_08_ERROR06_80.wav
GAMEPLAY_EMOTE_HERO_08_ERROR_I_ATTACKED	I already attacked.		VO_HERO_08_ERROR04_78.wav
GAMEPLAY_EMOTE_HERO_08_ERROR_JUST_PLAYED	Give that minion a turn to get ready.		VO_HERO_08_ERROR05_79.wav
GAMEPLAY_EMOTE_HERO_08_ERROR_MINION_ATTACKED	That minion already attacked.		VO_HERO_08_ERROR03_77.wav
GAMEPLAY_EMOTE_HERO_08_ERROR_NEED_MANA	I don't have enough Mana.		VO_HERO_08_ERROR02_76.wav
GAMEPLAY_EMOTE_HERO_08_ERROR_NEED_WEAPON	I need a weapon.		VO_HERO_08_ERROR01_75.wav
GAMEPLAY_EMOTE_HERO_08_ERROR_PLAY	I can't play that.		VO_HERO_08_ERROR09_83.wav
GAMEPLAY_EMOTE_HERO_08_ERROR_STEALTH	I can't target Stealthed minions.		VO_HERO_08_ERROR08_82.wav
GAMEPLAY_EMOTE_HERO_08_ERROR_TARGET	That's not a valid target.		VO_HERO_08_ERROR10_84.wav
GAMEPLAY_EMOTE_HERO_08_ERROR_TAUNT	A minion with Taunt is in the way.		VO_HERO_08_ERROR11_20.wav
GAMEPLAY_EMOTE_HERO_08_EVENT_LUNAR_NEW_YEAR	Happy New Year!		VO_HERO_08_Event_LunarNewYear.wav
GAMEPLAY_EMOTE_HERO_08_WINTERVEIL_GREETINGS	Happy Feast of Winter Veil!		VO_HERO_08_HAPPY_HOLIDAYS_14.wav
GAMEPLAY_EMOTE_HERO_08_FIRE_FESTIVAL	Happy Midsummer Fire Festival!		VO_HERO_08_FIRE_FESTIVAL_32.wav
GAMEPLAY_EMOTE_HERO_08_PIRATE_DAY	Arrrr! Ahoy!		VO_HERO_08_PIRATE_DAY_33.wav
GAMEPLAY_EMOTE_HERO_08_HALLOWS_END	Happy Hallow's End.		VO_HERO_08_HAPPY_HALLOWEEN_13.wav
GAMEPLAY_EMOTE_HERO_08_NOBLEGARDEN	Happy Noblegarden.		VO_HERO_08_HAPPY_NOBLEGARDEN_17.wav
GAMEPLAY_EMOTE_HERO_08_GREETINGS_RESPONSE	Hello, stranger.		VO_HERO_08_MIRROR_GREETINGS_02.wav
VO_HERO_08_HAPPY_NEW_YEAR_15	Happy New Year!		VO_HERO_08_HAPPY_NEW_YEAR_15

# HERO_09 is Anduin Wrynn (Priest)
GAMEPLAY_EMOTE_HERO_09_CONCEDE	You have bested me.		VO_HERO_09_Concede_07.wav
GAMEPLAY_EMOTE_HERO_09_GOOD_GAME	Good Game.		VO_HERO_09_GG_15.wav
GAMEPLAY_EMOTE_HERO_09_GREETINGS	Greetings.		VO_HERO_09_Greetings_01.wav
GAMEPLAY_EMOTE_HERO_09_LOW_CARDS	I'm almost out of cards!		VO_HERO_09_LowCards_18.wav
GAMEPLAY_EMOTE_HERO_09_NO_CARDS	I'm out of cards!		VO_HERO_09_NoCards_19.wav
GAMEPLAY_EMOTE_HERO_09_OOPS	Not quite what was planned.		VO_HERO_09_Oops_03.wav
GAMEPLAY_EMOTE_HERO_09_SORRY	My apologies.		VO_HERO_09_Sorry_06.wav
GAMEPLAY_EMOTE_HERO_09_START	The Light shall bring victory!		VO_HERO_09_Start_09.wav
GAMEPLAY_EMOTE_HERO_09_MIRROR_START	Light smiles upon the just!		VO_HERO_09_MIRROR_START_01
GAMEPLAY_EMOTE_HERO_09_THANKS	Thank you.		VO_HERO_09_Thanks_05.wav
GAMEPLAY_EMOTE_HERO_09_THINK1	Hmmm...		VO_HERO_09_Thinking1_12.wav
GAMEPLAY_EMOTE_HERO_09_THINK2	I wonder...		VO_HERO_09_Thinking2_13.wav
GAMEPLAY_EMOTE_HERO_09_THINK3	I must consider...		VO_HERO_09_Thinking3_14.wav
GAMEPLAY_EMOTE_HERO_09_THREATEN	The Light shall burn you!		VO_HERO_09_Threaten_04.wav
GAMEPLAY_EMOTE_HERO_09_TIMER	I must choose quickly!		VO_HERO_09_Time_11.wav
GAMEPLAY_EMOTE_HERO_09_WELL_PLAYED	Well played.		VO_HERO_09_Well Played_02.wav
GAMEPLAY_EMOTE_HERO_09_WOW	Wow....		VO_HERO_09_WOW_06.wav
GAMEPLAY_EMOTE_HERO_09_ERROR_FULL_MINIONS	I have too many minions.		VO_HERO_09_ERROR07_26.wav
GAMEPLAY_EMOTE_HERO_09_ERROR_GENERIC	I can't do that.		VO_HERO_09_ERROR12_31.wav
GAMEPLAY_EMOTE_HERO_09_ERROR_HAND_FULL	My hand is too full!		VO_HERO_09_ERROR06_25.wav
GAMEPLAY_EMOTE_HERO_09_ERROR_I_ATTACKED	I already attacked.		VO_HERO_09_ERROR04_23.wav
GAMEPLAY_EMOTE_HERO_09_ERROR_JUST_PLAYED	Give that minion a turn to get ready.		VO_HERO_09_ERROR05_24.wav
GAMEPLAY_EMOTE_HERO_09_ERROR_MINION_ATTACKED	That minion already attacked.		VO_HERO_09_ERROR03_22.wav
GAMEPLAY_EMOTE_HERO_09_ERROR_NEED_MANA	I don't have enough Mana.		VO_HERO_09_ERROR02_21.wav
GAMEPLAY_EMOTE_HERO_09_ERROR_NEED_WEAPON	I need a weapon.		VO_HERO_09_ERROR02_20.wav
GAMEPLAY_EMOTE_HERO_09_ERROR_PLAY	I can't play that.		VO_HERO_09_ERROR08_27.wav
GAMEPLAY_EMOTE_HERO_09_ERROR_STEALTH	I can't target Stealthed minions.		VO_HERO_09_ERROR09_28.wav
GAMEPLAY_EMOTE_HERO_09_ERROR_TARGET	That's not a valid target.		VO_HERO_09_ERROR10_29.wav
GAMEPLAY_EMOTE_HERO_09_ERROR_TAUNT	A minion with Taunt is in the way.		VO_HERO_09_ERROR11_20.wav
GAMEPLAY_EMOTE_HERO_09_EVENT_LUNAR_NEW_YEAR	Happy New Year!		VO_HERO_09_Event_LunarNewYear.wav
GAMEPLAY_EMOTE_HERO_09_WINTERVEIL_GREETINGS	Happy Feast of Winter Veil!		VO_HERO_09_HAPPY_HOLIDAYS_14.wav
GAMEPLAY_EMOTE_HERO_09_FIRE_FESTIVAL	Looking forward to the fireworks!		VO_HERO_09_FIRE_FESTIVAL_32.wav
GAMEPLAY_EMOTE_HERO_09_PIRATE_DAY	Yarhahahar, let's join the Dread Crew.		VO_HERO_09_PIRATE_DAY_33.wav
GAMEPLAY_EMOTE_HERO_09_HALLOWS_END	Happy Hallow's End!		VO_HERO_09_HAPPY_HALLOWEEN_13.wav
VO_HERO_09_HAPPY_NEW_YEAR_15	Happy New Year!		VO_HERO_09_HAPPY_NEW_YEAR_15+
GAMEPLAY_EMOTE_HERO_09_GREETINGS_DISABLED	Mmpphh!		VO_ICC08_Anduin_Male_Human_Muted_02.wav
GAMEPLAY_EMOTE_HERO_09_WOW_DISABLED	Mmpphhhhhh…!!		VO_ICC08_Anduin_Male_Human_Muted_06.wav
GAMEPLAY_EMOTE_HERO_09_OOPS_DISABLED	Mmpphh?		VO_ICC08_Anduin_Male_Human_Muted_11.wav
GAMEPLAY_EMOTE_HERO_09_THANKS_DISABLED	Mmphmm.		VO_ICC08_Anduin_Male_Human_Muted_03.wav
GAMEPLAY_EMOTE_HERO_09_WELL_PLAYED_DISABLED	Mmpphh…		VO_ICC08_Anduin_Male_Human_Muted_13.wav
GAMEPLAY_EMOTE_HERO_09_THREATEN_DISABLED	Mmpphhhhhh!!!		VO_ICC08_Anduin_Male_Human_Muted_07.wav
GAMEPLAY_EMOTE_HERO_09_NOBLEGARDEN	Happy Noblegarden!		VO_HERO_09_HAPPY_NOBLEGARDEN_17.wav
GAMEPLAY_EMOTE_HERO_09_GREETINGS_RESPONSE	Hello, my friend!		VO_HERO_09_MIRROR_GREETINGS_02_ALT.wav


# EX1_323h is Jaraxxus (Warlock)
GAMEPLAY_EMOTE_EX1_323h_CONCEDE	You win... BUT YOUR WORLD IS STILL DOOMED!		VO_EX1_323h_ConcedeALT_12.wav
GAMEPLAY_EMOTE_EX1_323h_GOOD_GAME	GOOD GAME!		VO_EX1_323h_GG_18.wav
GAMEPLAY_EMOTE_EX1_323h_GREETINGS	You face Jaraxxus, Eredar Lord of the Burning Legion!		VO_EX1_323_Play_01.wav
GAMEPLAY_EMOTE_EX1_323h_LOW_CARDS	My deck!  IT'S RUNNING OUT OF CARDS!		VO_EX1_323h_LowCards_19.wav
GAMEPLAY_EMOTE_EX1_323h_NO_CARDS	NOOOOO! I'M OUT OF CARDS!		VO_EX1_323h_NoCards_20.wav
GAMEPLAY_EMOTE_EX1_323h_OOPS	MISTAKE!		VO_EX1_323h_Oops_07.wav
GAMEPLAY_EMOTE_EX1_323h_SORRY	JARAXXUS IS... sorry.		VO_EX1_323h_Sorry_10.wav
GAMEPLAY_EMOTE_EX1_323h_THANKS	THANK YOU.		VO_EX1_323h_Thanks_09.wav
GAMEPLAY_EMOTE_EX1_323h_THINK1	Hmmm...		VO_EX1_323h_Thinking1_15.wav
GAMEPLAY_EMOTE_EX1_323h_THINK2	I wonder...		VO_EX1_323h_Thinking2_16.wav
GAMEPLAY_EMOTE_EX1_323h_THINK3	How shall I destroy you...		VO_EX1_323h_Thinking3_17.wav
GAMEPLAY_EMOTE_EX1_323h_THREATEN	OBLIVION!!!		VO_EX1_323h_Threaten_08.wav
GAMEPLAY_EMOTE_EX1_323h_TIMER	TIME RUNS OUT!		VO_EX1_323h_Time_14.wav
GAMEPLAY_EMOTE_EX1_323h_WELL_PLAYED	WELL PLAYED!		VO_EX1_323h_Well Played_06.wav
GAMEPLAY_EMOTE_EX1_323h_WOW_04	UNBELIEVABLE!		VO_EX1_323h_WOW_04.wav
GAMEPLAY_EMOTE_EX1_323h_ERROR_FULL_MINIONS	TOO MANY MINIONS.		VO_EX1_323h_ERROR07_27.wav
GAMEPLAY_EMOTE_EX1_323h_ERROR_GENERIC	CAN'T DO THAT.		VO_EX1_323h_ERROR12_32.wav
GAMEPLAY_EMOTE_EX1_323h_ERROR_HAND_FULL	TOO MANY CARDS!		VO_EX1_323h_ERROR06_26.wav
GAMEPLAY_EMOTE_EX1_323h_ERROR_I_ATTACKED	I ALREADY ATTACKED.		VO_EX1_323h_ERROR04_24.wav
GAMEPLAY_EMOTE_EX1_323h_ERROR_JUST_PLAYED	IT JUST GOT HERE!		VO_EX1_323h_ERROR05_25.wav
GAMEPLAY_EMOTE_EX1_323h_ERROR_MINION_ATTACKED	THAT THING ALREADY ATTACKED.		VO_EX1_323h_ERROR03_23.wav
GAMEPLAY_EMOTE_EX1_323h_ERROR_NEED_MANA	NOT ENOUGH MANA!		VO_EX1_323h_ERROR02_22.wav
GAMEPLAY_EMOTE_EX1_323h_ERROR_NEED_WEAPON	WHERE DID MY WEAPON GO?		VO_EX1_323h_ERROR01_21.wav
GAMEPLAY_EMOTE_EX1_323h_ERROR_PLAY	CAN'T PLAY THAT.		VO_EX1_323h_ERROR08_28.wav
GAMEPLAY_EMOTE_EX1_323h_ERROR_STEALTH	IT'S STEALTHED.		VO_EX1_323h_ERROR09_29.wav
GAMEPLAY_EMOTE_EX1_323h_ERROR_TARGET	NOT VALID.		VO_EX1_323h_ERROR10_30.wav
GAMEPLAY_EMOTE_EX1_323h_ERROR_TAUNT	THAT TAUNT MINION IS IN MY WAY!		VO_EX1_323h_ERROR11_31.wav
GAMEPLAY_EMOTE_EX1_323h_LUNAR_NEW_YEAR	HAPPY NEW YEAR!		VO_EX1_323h_Event_LunarNewYear.wav
GAMEPLAY_EMOTE_EX1_323h_WINTERVEIL_GREETINGS	I WILL FEAST ON YOUR SOUL, THIS WINTER VEIL!		VO_EX1_323h_HAPPY_HOLIDAYS_12.wav
VO_EX1_323h_HAPPY_NEW_YEAR_13	HAPPY NEW YEAR!		VO_EX1_323h_HAPPY_NEW_YEAR_13
GAMEPLAY_EMOTE_EX1_323h_FIRE_FESTIVAL	LIGHT THE FIRES!		VO_EX1_323h_FIRE_FESTIVAL_29
GAMEPLAY_EMOTE_EX1_323h_PIRATE_DAY	I AM JARRRRRRAXXUS!		VO_EX1_323h_PIRATE_DAY_30.wav
GAMEPLAY_EMOTE_EX1_323h_HALLOWS_END	HALLOW'S END. AND YOURS!		VO_EX1_323h_HAPPY_HALLOWEEN_11.wav
GAMEPLAY_EMOTE_EX1_323h_NOBLEGARDEN	HAPPY NOBLEGARDEN!		VO_EX1_323h_HAPPY_NOBLEGARDEN_15.wav

# BRM_027h is Ragnaros
VO_BRM_027h_Attack_15	TASTE THE FLAMES OF SULFURON!		VO_BRM_027h_Attack_15
VO_BRM_027h_Concede_11	YOU WIN.  GOOD GAME!		VO_BRM_027h_Concede_11
VO_BRM_027h_ERROR01_51	I NEED A WEAPON.		VO_BRM_027h_ERROR01_51
VO_BRM_027h_ERROR02_52	NOT ENOUGH MANA.		VO_BRM_027h_ERROR02_52
VO_BRM_027h_ERROR03_53	IT'S ALREADY ATTACKED.		VO_BRM_027h_ERROR03_53
VO_BRM_027h_ERROR04_54	I ALREADY ATTACKED.		VO_BRM_027h_ERROR04_54
VO_BRM_027h_ERROR05_55	MORTALS NEED A TURN TO GET READY.		VO_BRM_027h_ERROR05_55
VO_BRM_027h_ERROR06_56	TOO MANY CARDS.		VO_BRM_027h_ERROR06_56
VO_BRM_027h_ERROR07_57	TOO MANY MINIONS.		VO_BRM_027h_ERROR07_57
VO_BRM_027h_ERROR08_58	IT IS STEALTHED.		VO_BRM_027h_ERROR08_58
VO_BRM_027h_ERROR09_59	CAN'T PLAY THAT.		VO_BRM_027h_ERROR09_59
VO_BRM_027h_ERROR10_60	NOT VALID.		VO_BRM_027h_ERROR10_60
VO_BRM_027h_ERROR11_61	THAT TAUNT MINION IS IN MY WAY.		VO_BRM_027h_ERROR11_61
VO_BRM_027h_ERROR12_62	CAN'T DO THAT.		VO_BRM_027h_ERROR12_62
VO_BRM_027h_GG_16	GOOD GAME!		VO_BRM_027h_GG_16
VO_BRM_027h_Greetings_04	BY FIRE BE PURGED!		VO_BRM_027h_Greetings_04
VO_BRM_027h_HAPPY_NEW_YEAR_38	I WILL SEE THE NEW YEAR IN FLAMES!		VO_BRM_027h_HAPPY_NEW_YEAR_38
VO_BRM_027h_LowCards_49	I'VE BURNED MOST OF MY CARDS.		VO_BRM_027h_LowCards_49
VO_BRM_027h_NoCards_50	I'VE BURNED ALL OF MY CARDS.		VO_BRM_027h_NoCards_50
VO_BRM_027h_Oops_07	GAH!  MISTAKE!		VO_BRM_027h_Oops_07
VO_BRM_027h_Sorry_10	SORRY.		VO_BRM_027h_Sorry_10
VO_BRM_027h_Thanks_09	WARM THANKS.		VO_BRM_027h_Thanks_09
VO_BRM_027h_Thinking1_12	HMMM...		VO_BRM_027h_Thinking1_12
VO_BRM_027h_Thinking2_13	I WONDER...		VO_BRM_027h_Thinking2_13
VO_BRM_027h_Thinking3_14	WHAT TO BURN FIRST...		VO_BRM_027h_Thinking3_14
VO_BRM_027h_Threaten_08	YOU WILL PERISH IN FLAMES!		VO_BRM_027h_Threaten_08
VO_BRM_027h_Time_48	TIME BURNS AWAY!		VO_BRM_027h_Time_48
VO_BRM_027h_Well_Played_06	WELL PLAYED.		VO_BRM_027h_Well_Played_06
VO_BRM_027h_WOW_20	SO HOT.		VO_BRM_027h_WOW_20
VO_BRM_027h_Emote_Start	I will have my revenge, Dragon!		VO_BRM_027h_Emote_Start
VO_BRM_027h_Winterveil_Greetings	WINTER SHOULD BE WARMER!		VO_BRM_027h_HAPPY_HOLIDAYS_37.wav
VO_BRM_027h__LUNAR_NEW_YEAR	I WILL SEE THE NEW YEAR IN FLAMES!		VO_BRM_027h_HAPPY_NEW_YEAR_LUNAR_16.wav
VO_BRM_027h_FIRE_FESTIVAL	IT'S THE FESTIVAL OF ME!		VO_BRM_027h_FIRE_FESTIVAL_44
VO_BRM_027h_PIRATE_DAY	BEHOLD! THE LORD OF FIARRRRRRRRR!		VO_BRM_027h_PIRATE_DAY_45.wav
VO_BRM_027h_HALLOWS_END	HAPPY HALLOWS END!		VO_BRM_027h_HAPPY_HALLOWEEN_36.wav
VO_BRM_027h_NOBLEGARDEN	I WILL HARD-BOIL YOU!		VO_BRM_027h_HAPPY_NOBLEGARDEN_39.wav
VO_BRM_027h_GREETINGS_RESPONSE	PURGE! PURGE! PURGE! PURGE! PUUURGE!		VO_BRM_027h_MIRROR_GREETINGS_05.wav


# HERO_08a, also known as HERO_12, is Medivh (Mage)
GAMEPLAY_EMOTE_HERO_08A_CONCEDE	Checkmate.  Well done.		VO_HERO_12_Concede_08.wav
GAMEPLAY_EMOTE_HERO_08A_GOOD_GAME	Good game.		VO_HERO_12_GG_16.wav
GAMEPLAY_EMOTE_HERO_08A_GREETINGS	Ah.  Hello there.		VO_HERO_12_Greetings_01.wav
GAMEPLAY_EMOTE_HERO_08A_LOW_CARDS	I'm almost out of cards.		VO_HERO_12_LowCards_34.wav
GAMEPLAY_EMOTE_HERO_08A_NO_CARDS	I'm out of cards!		VO_HERO_12_NoCards_35.wav
GAMEPLAY_EMOTE_HERO_08A_OOPS	That was folly.		VO_HERO_12_Oops_04.wav
GAMEPLAY_EMOTE_HERO_08A_SORRY	My sincerest apologies.		VO_HERO_12_Sorry_07.wav
GAMEPLAY_EMOTE_HERO_08A_START	Let the games begin.		VO_HERO_12_Start_10.wav
GAMEPLAY_EMOTE_HERO_08A_THANKS	I appreciate that.		VO_HERO_12_Thanks_06.wav
GAMEPLAY_EMOTE_HERO_08A_THINK1	Hmm...		VO_HERO_12_Thinking1_13.wav
GAMEPLAY_EMOTE_HERO_08A_THINK2	Interesting...		VO_HERO_12_Thinking2_14.wav
GAMEPLAY_EMOTE_HERO_08A_THINK3	Perhaps...		VO_HERO_12_Thinking3_15.wav
GAMEPLAY_EMOTE_HERO_08A_THREATEN	Nothing can stop me.  Nothing!		VO_HERO_12_Threaten_05.wav
GAMEPLAY_EMOTE_HERO_08A_TIMER	I must not get complacent!		VO_HERO_12_Time_12.wav
GAMEPLAY_EMOTE_HERO_08A_WELL_PLAYED	Well played.		VO_HERO_12_Well_Played_03.wav
GAMEPLAY_EMOTE_HERO_08A_WOW	That's incredible.		VO_HERO_12_WOW_24.wav
GAMEPLAY_EMOTE_HERO_08A_ERROR_FULL_MINIONS	I have too many minions!		VO_HERO_12_ERROR07_42.wav
GAMEPLAY_EMOTE_HERO_08A_ERROR_GENERIC	I cannot do that.		VO_HERO_12_ERROR12_47.wav
GAMEPLAY_EMOTE_HERO_08A_ERROR_HAND_FULL	My hand is full!		VO_HERO_12_ERROR06_41.wav
GAMEPLAY_EMOTE_HERO_08A_ERROR_I_ATTACKED	I already attacked.		VO_HERO_12_ERROR04_39.wav
GAMEPLAY_EMOTE_HERO_08A_ERROR_JUST_PLAYED	Give that minion a turn to get ready.		VO_HERO_12_ERROR05_40.wav
GAMEPLAY_EMOTE_HERO_08A_ERROR_MINION_ATTACKED	That minion already attacked.		VO_HERO_12_ERROR03_38.wav
GAMEPLAY_EMOTE_HERO_08A_ERROR_NEED_MANA	I don't have enough Mana.		VO_HERO_12_ERROR02_37.wav
GAMEPLAY_EMOTE_HERO_08A_ERROR_NEED_WEAPON	I need a weapon.		VO_HERO_12_ERROR01_36.wav
GAMEPLAY_EMOTE_HERO_08A_ERROR_PLAY	I can't play that.		VO_HERO_12_ERROR09_44.wav
GAMEPLAY_EMOTE_HERO_08A_ERROR_STEALTH	I can't target Stealthed minions.		VO_HERO_12_ERROR08_43.wav
GAMEPLAY_EMOTE_HERO_08A_ERROR_TARGET	That's not a valid target.		VO_HERO_12_ERROR10_45.wav
GAMEPLAY_EMOTE_HERO_08A_ERROR_TAUNT	I must attack the minion with Taunt.		VO_HERO_12_ERROR11_46.wav
GAMEPLAY_EMOTE_HERO_08A_MIRROR_START	Oh, they already have.		VO_HERO_12_MIRROR_START_11.wav
GAMEPLAY_EMOTE_HERO_08A_WINTERVEIL_GREETINGS	Happy feasting, challenger.		VO_HERO_12_HAPPY_HOLIDAYS_19.wav
GAMEPLAY_EMOTE_HERO_08A_LUNAR_NEW_YEAR	Happy New Year!		VO_HERO_12_HAPPY_NEW_YEAR_LUNAR_16.wav
GAMEPLAY_EMOTE_HERO_08A_CELEBRATE	Yes yes! Haha!		VO_HERO_12_CELEBRATE_28.wav
GAMEPLAY_EMOTE_HERO_08A_HALLOWS_END	Happy Hallow's End.		VO_HERO_12_HAPPY_HALLOWEEN_18.wav
GAMEPLAY_EMOTE_HERO_08A_FIRE_FESTIVAL	The Midsummer Fire Festival is here!		VO_Medivh_Male_Human_FIRE_FESTIVAL_01.wav
GAMEPLAY_EMOTE_HERO_08A_PIRATE_DAY	I'm Medivh, the Guarrrrdian.		VO_Medivh_Male_Human_PIRATE_DAY_01.wav
GAMEPLAY_EMOTE_HERO_08A_NOBLEGARDEN	Happy Noblegarden!		VO_HERO_12_HAPPY_NOBLEGARDEN_30.wav
GAMEPLAY_EMOTE_HERO_08A_GREETINGS_RESPONSE	Hello, yourself, Guardian.		VO_HERO_12_MIRROR_GREETINGS_02.wav
VO_HERO_12_HAPPY_NEW_YEAR_20	Happy New Year!		VO_HERO_12_HAPPY_NEW_YEAR_20 

# HERO_08b is Khadgar (Mage)
GAMEPLAY_EMOTE_HERO_08B_CONCEDE	Well done.  You win.	
GAMEPLAY_EMOTE_HERO_08B_GOOD_GAME	Well, now.  This was a good game!	
GAMEPLAY_EMOTE_HERO_08B_GREETINGS	Greetings, fellow seeker of truth.	
