TAG	TEXT	COMMENT	AUDIOFILE
GAMEPLAY_EMOTE_HERO_09_ERROR_STEALTH	I can't target Stealthed minions.		VO_HERO_09_ERROR09_28.wav
GAMEPLAY_EMOTE_HERO_09_ERROR_TARGET	That's not a valid target.		VO_HERO_09_ERROR10_29.wav
GAMEPLAY_EMOTE_HERO_09_ERROR_TAUNT	I must attack that minion with Taunt.		VO_HERO_09_ERROR11_30.wav
GAMEPLAY_EMOTE_EX1_323h_CONCEDE	You win... BUT YOUR WORLD IS STILL DOOMED!		VO_EX1_323h_ConcedeALT_12.wav
GAMEPLAY_EMOTE_EX1_323h_GOOD_GAME	GOOD GAME!		VO_EX1_323h_GG_18.wav
GAMEPLAY_EMOTE_EX1_323h_GREETINGS	You face Jaraxxus, Eredar Lord of the Burning Legion!		VO_EX1_323_Play_01.wav
GAMEPLAY_EMOTE_EX1_323h_LOW_CARDS	My deck!  IT'S RUNNING OUT OF CARDS!		VO_EX1_323h_LowCards_19.wav
GAMEPLAY_EMOTE_EX1_323h_NO_CARDS	NOOOOO! I'M OUT OF CARDS!		VO_EX1_323h_NoCards_20.wav
GAMEPLAY_EMOTE_EX1_323h_OOPS	MISTAKE!		VO_EX1_323h_Oops_07.wav
GAMEPLAY_EMOTE_EX1_323h_SORRY	JARAXXUS IS... sorry.		VO_EX1_323h_Sorry_10.wav
GAMEPLAY_EMOTE_EX1_323h_THANKS	THANK YOU.		VO_EX1_323h_Thanks_09.wav
GAMEPLAY_EMOTE_EX1_323h_THINK1	Hmmm...		VO_EX1_323h_Thinking1_15.wav
GAMEPLAY_EMOTE_EX1_323h_THINK2	I wonder...		VO_EX1_323h_Thinking2_16.wav
GAMEPLAY_EMOTE_EX1_323h_THINK3	How shall I destroy you...		VO_EX1_323h_Thinking3_17.wav
GAMEPLAY_EMOTE_EX1_323h_THREATEN	OBLIVION!!!		VO_EX1_323h_Threaten_08.wav
GAMEPLAY_EMOTE_EX1_323h_TIMER	TIME RUNS OUT!		VO_EX1_323h_Time_14.wav
GAMEPLAY_EMOTE_EX1_323h_WELL_PLAYED	WELL PLAYED!		VO_EX1_323h_Well Played_06.wav
GAMEPLAY_EMOTE_EX1_323h_ERROR_FULL_MINIONS	TOO MANY MINIONS.		VO_EX1_323h_ERROR07_27.wav
GAMEPLAY_EMOTE_EX1_323h_ERROR_GENERIC	CAN'T DO THAT.		VO_EX1_323h_ERROR12_32.wav
GAMEPLAY_EMOTE_EX1_323h_ERROR_HAND_FULL	TOO MANY CARDS!		VO_EX1_323h_ERROR06_26.wav
GAMEPLAY_EMOTE_EX1_323h_ERROR_I_ATTACKED	I ALREADY ATTACKED.		VO_EX1_323h_ERROR04_24.wav
GAMEPLAY_EMOTE_EX1_323h_ERROR_JUST_PLAYED	IT JUST GOT HERE!		VO_EX1_323h_ERROR05_25.wav
GAMEPLAY_EMOTE_EX1_323h_ERROR_MINION_ATTACKED	THAT THING ALREADY ATTACKED.		VO_EX1_323h_ERROR03_23.wav
GAMEPLAY_EMOTE_EX1_323h_ERROR_NEED_MANA	NOT ENOUGH MANA!		VO_EX1_323h_ERROR02_22.wav
GAMEPLAY_EMOTE_EX1_323h_ERROR_NEED_WEAPON	WHERE DID MY WEAPON GO?		VO_EX1_323h_ERROR01_21.wav
GAMEPLAY_EMOTE_EX1_323h_ERROR_PLAY	CAN'T PLAY THAT.		VO_EX1_323h_ERROR08_28.wav
GAMEPLAY_EMOTE_EX1_323h_ERROR_STEALTH	IT'S STEALTHED.		VO_EX1_323h_ERROR09_29.wav
GAMEPLAY_EMOTE_EX1_323h_ERROR_TARGET	NOT VALID.		VO_EX1_323h_ERROR10_30.wav
GAMEPLAY_EMOTE_EX1_323h_ERROR_TAUNT	THAT TAUNT MINION IS IN MY WAY!		VO_EX1_323h_ERROR11_31.wav
